sequence_name,clade
A/swine/Indiana/18TOSU3605/2018|A_/_H3N2|unassigned|2018-06-01|HA|4||EPI_ISL_379740,2010.1
A/swine/Minnesota/A02978530/2023|A_/_H3N2|3C.3a|2023-06-09|HA|4||EPI_ISL_18090334,1990.4.a
A/swine/Iowa/A02711598/2022|A_/_H3N2|unassigned|2022-11-07|HA|4||EPI_ISL_16891385,2010.1
A/swine/Iowa/A02636593/2022|A_/_H3N2|unassigned|2022-03-31|HA|4||EPI_ISL_14779649,1990.4.a
A/swine/Iowa/A02863080/2024|A_/_H3N2|unassigned|2024-10-28|HA|4||EPI_ISL_19592753,1990.4
A/swine/Iowa/A02862572/2024|A_/_H3N2|unassigned|2024-04-18|HA|4||EPI_ISL_19141100,2010.1
A/swine/Indiana/A01812303/2020|A_/_H3N2|unassigned|2020-01-30|HA|4||EPI_ISL_503428,1990.4.a
A/swine/Minnesota/A01047396/2011|A_/_H3N2|unassigned|2011-01-13|HA|4||EPI_ISL_109876,1990.4.e
A/swine/Nebraska/A02751434/2022|A_/_H3N2|unassigned|2022-12-23|HA|4||EPI_ISL_17184137,1990.4.i
A/swine/Missouri/A02636458/2022|A_/_H3N2|unassigned|2022-02-02|HA|4||EPI_ISL_14775598,2010.1
A/swine/Nebraska/A01785583/2018|A_/_H3N2|unassigned|2018-07-11|HA|4||EPI_ISL_327796,1990.4.a
A/swine/Iowa/A01432308/2013|A_/_H3N2|unassigned|2013-01-01|HA|4||EPI_ISL_136574,1990.4.a
A/swine/Iowa/A01300445/2012|A_/_H3N2|unassigned|2012-06-13|HA|4||EPI_ISL_156334,1990.4.f
A/swine/Nebraska/A01822258/2015|A_/_H3N2|unassigned|2015-05-19|HA|4||EPI_ISL_190891,1990.4.a
A/swine/Minnesota/17/2012|A_/_H3N2|unassigned|2012-08-10|HA|4||EPI_ISL_129607,1990.4.f
A/swine/Iowa/A01932575/2017|A_/_H3N2|unassigned|2017-02-27|HA|4||EPI_ISL_260820,2010.1
A/swine/Illinois/A02862344/2024|A_/_H3N2|3C.2a1b.2a.2a.1|2024-03-01|HA|4||EPI_ISL_19126047,Other-Human-2020
A/swine/Iowa/A02524429/2020|A_/_H3N2|unassigned|2020-06-16|HA|4||EPI_ISL_499249,2010.1
A/swine/Indiana/100781/2021|A_/_H3|unassigned|2021-10-15|HA|4||EPI_ISL_19277997,1990.4.a
A/swine/Illinois/A01502036/2014|A_/_H3N2|unassigned|2014-06-18|HA|4||EPI_ISL_168472,1990.4.a
A/swine/Missouri/A01943095/2016|A_/_H3N1|3C.2|2016-03-22|HA|4||EPI_ISL_225526,2010.1
A/swine/Iowa/A02025203/2015|A_/_H3N2|unassigned|2015-07-08|HA|4||EPI_ISL_197218,1990.4.a
A/swine/Indiana/A01203372/2012|A_/_H3N2|unassigned|2012-04-03|HA|4||EPI_ISL_127707,1990.4.a
A/swine/Iowa/A02478910/2019|A_/_H3N2|unassigned|2019-11-20|HA|4||EPI_ISL_505937,2010.1
A/swine/Oklahoma/A02858392/2025|A_/_H3N2|unassigned|2025-02-18|HA|4||EPI_ISL_19790177,2010.1
A/swine/Nebraska/A01300022/2012|A_/_H3N2|unassigned|2012-06-25|HA|4||EPI_ISL_130117,1990.4.f
A/swine/Indiana/A00968380/2012|A_/_H3N2|unassigned|2012-07-18|HA|4||EPI_ISL_128502,1990.4.a
A/swine/Illinois/100156/2015|A_/_H3|unassigned|2015-09-24|HA|4||EPI_ISL_19279163,1990.4.a
A/swine/Oklahoma/A02978886/2024|A_/_H3N2|unassigned|2024-04-24|HA|4||EPI_ISL_19159730,2010.1
A/swine/North_Carolina/A01781410/2016|A_/_H3N2|unassigned|2016-09-14|HA|4||EPI_ISL_243370,1990.4.a
A/swine/Illinois/A02076874/2015|A_/_H3N2|unassigned|2015-05-07|HA|4||EPI_ISL_191501,1990.4.a
A/swine/New_Mexico/SG1158/2003|A_/_H3N2|unassigned|2003-06-19|HA|4||EPI_ISL_151602,1990.4-like
A/swine/Indiana/A02750772/2022|A_/_H3N2|unassigned|2022-08-05|HA|4||EPI_ISL_15215287,2010.2
A/swine/Nebraska/A01785325/2017|A_/_H3N2|unassigned|2017-10-23|HA|4||EPI_ISL_296688,1990.4.a
A/swine/Iowa/A01076507/2010|A_/_H3N2|unassigned|2010-10-04|HA|4||EPI_ISL_124401,1990.4
A/swine/North_Carolina/A01076214/2010|A_/_H3N2|unassigned|2010-07-04|HA|4||EPI_ISL_116348,1990.4
A/swine/Kansas/A02525393/2021|A_/_H3N2|unassigned|2021-04-19|HA|4||EPI_ISL_4083577,1990.4.b1
A/swine/North_Carolina/A01785744/2018|A_/_H3N2|unassigned|2018-11-07|HA|4||EPI_ISL_378907,2010.1
A/swine/Illinois/A01241469/2012|A_/_H3N2|unassigned|2012-02-08|HA|4||EPI_ISL_124295,1990.4.a
A/swine/Minnesota/A02245661/2020|A_/_H3N2|unassigned|2020-05-27|HA|4||EPI_ISL_502053,1990.4.a
A/swine/Minnesota/A02979389/2025|A_/_H3N2|unassigned|2025-02-06|HA|4||EPI_ISL_19848742,2010.1
A/swine/Ohio/17TOSU4791/2017|A_/_H3N2|unassigned|2017-09-01|HA|4||EPI_ISL_379357,2010.1
A/swine/Ohio/14TOSU0306/2014|A_/_H3N2|unassigned|2014-08-04|HA|4||EPI_ISL_243765,1990.4.b1
A/swine/North_Carolina/ISU-A02758607/2023|A_/_H3N2|3C.2a1b.2a.2b|2023-05-01|HA|4||EPI_ISL_18216812,Other-Human-2020
A/swine/Indiana/A02862363/2024|A_/_H3N2|3C.2|2024-03-06|HA|4||EPI_ISL_19067865,2010.1
A/swine/Illinois/101861/2015|A_/_H3|3C.3a|2015-10-19|HA|4||EPI_ISL_19279154,1990.4.a
A/swine/Michigan/100534/2018|A_/_H3|unassigned|2018-11-28|HA|4||EPI_ISL_19278485,Other-Human-2010-like
A/swine/Nebraska/A01394567/2013|A_/_H3N2|unassigned|2013-10-31|HA|4||EPI_ISL_153864,1990.4.a
A/swine/USA/24/2018|A_/_H3N2|3C.2a1|2018-10-11|HA|4||EPI_ISL_505857,2010.2
A/swine/North_Carolina/A02978753/2024|A_/_H3N2|unassigned|2024-02-07|HA|4||EPI_ISL_19134598,2010.1
A/swine/Minnesota/00395/2004|A_/_H3N1|unassigned|2004-01-01|HA|4||EPI_ISL_9540,1990.4
A/swine/Missouri/A01840170/2014|A_/_H3N2|unassigned|2014-12-15|HA|4||EPI_ISL_174472,2010.1
A/swine/Ohio/ISU-A02861975/2023|A_/_H3N2|3C.2|2023-11-01|HA|4||EPI_ISL_18777068,2010.1
A/swine/Iowa/20TOSU2074/2020|A_/_H3N2|unassigned|2020-07-09|HA|4||EPI_ISL_14224366,1990.4.a
A/swine/Ohio/A02214230/2017|A_/_H3N2|unassigned|2017-03-20|HA|4||EPI_ISL_264204,2010.1
A/swine/Iowa/A01785505/2018|A_/_H3N2|unassigned|2018-04-11|HA|4||EPI_ISL_329620,2010.1
A/swine/Minnesota/A01785461/2018|A_/_H3N2|unassigned|2018-03-02|HA|4||EPI_ISL_388947,2010.1
A/swine/Iowa/A02478486/2019|A_/_H3N2|unassigned|2019-05-16|HA|4||EPI_ISL_368847,2010.1
A/swine/Kansas/A02751267/2022|A_/_H3N2|unassigned|2022-11-16|HA|4||EPI_ISL_16840786,1990.4.b1
A/swine/Iowa/A02479427/2020|A_/_H3N2|unassigned|2020-06-04|HA|4||EPI_ISL_499203,2010.1
A/swine/Nebraska/I016436/2025|A_/_H3N1|unassigned|2025-02-13|HA|4||EPI_ISL_19801888,1990.4.i
A/swine/Utah/A02158322/2018|A_/_H3N2|unassigned|2018-05-02|HA|4||EPI_ISL_328865,2010.1
A/swine/North_Carolina/A02525094/2021|A_/_H3N2|unassigned|2021-01-15|HA|4||EPI_ISL_4081971,1990.4.a
A/swine/Oklahoma/A01678581/2018|A_/_H3N2|unassigned|2018-08-28|HA|4||EPI_ISL_381445,2010.2
"Influenza A virus (A/swine/North_Carolina/004579_(A02859060)_H3/2025(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N2|USA: North_Carolina|Sus scrofa|2025-11-12|PZ106057.1",2010.1
A/swine/North_Carolina/A02751329/2022|A_/_H3N2|3C.2a1b.2a.2b|2022-12-05|HA|4||EPI_ISL_20370565,Other-Human-2020
A/swine/Ohio/A01567020/2014|A_/_H3N2|unassigned|2014-12-10|HA|4||EPI_ISL_182442,1990.4.a
A/swine/Iowa/A02635882/2021|A_/_H3N2|unassigned|2021-06-01|HA|4||EPI_ISL_4084173,1990.4.a
A/swine/Iowa/101149/2009|A_/_H3|unassigned|2009-02-18|HA|4||EPI_ISL_19279478,1990.4.b2
A/swine/Nebraska/4D-0114-P29/2014|A_/_H3N2|unassigned|2014-01-01|HA|4||EPI_ISL_16705252,1990.4.a
A/swine/Missouri/A02862453/2024|A_/_H3N2|unassigned|2024-03-19|HA|4||EPI_ISL_19072937,2010.1
"Influenza A virus (A/swine/Oklahoma/A02712161/2022(H3N?)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N?|USA: Oklahoma|Sus scrofa|2022-10-05|OQ352180.1",2010.1
A/swine/Iowa/101105/2008|A_/_H3|unassigned|2008-04-07|HA|4||EPI_ISL_19279519,1990.4
A/swine/Minnesota/MT_12_07_11_3_27/2011|A_/_H3N2|unassigned|2011-12-09|HA|4||EPI_ISL_271725,1990.4.b2
A/swine/Iowa/C39563/2022|A_/_H3N2|unassigned|2022-04-22|HA|4||EPI_ISL_14874535,1990.4.a
A/swine/North_Carolina/03289/2011|A_/_H3N2|unassigned|2011-01-07|HA|4||EPI_ISL_150994,1990.4
A/swine/North_Carolina/A01785421/2018|A_/_H3N2|unassigned|2018-01-18|HA|4||EPI_ISL_300558,1990.4.b2
A/swine/North_Carolina/A02636058/2021|A_/_H3N2|unassigned|2021-08-16|HA|4||EPI_ISL_6781477,1990.4.a
A/swine/Minnesota/A01472881/2015|A_/_H3N2|unassigned|2015-08-10|HA|4||EPI_ISL_198203,1990.4.a
A/swine/Iowa/A01783002/2016|A_/_H3N2|unassigned|2016-10-31|HA|4||EPI_ISL_245589,2010.1
A/swine/Iowa/A02750881/2022|A_/_H3N2|unassigned|2022-09-09|HA|4||EPI_ISL_15620545,1990.4.a
A/swine/Oklahoma/075902_A02862768/2024|A_/_H3N2|unassigned|2024-07-19|HA|4||EPI_ISL_19367266,2010.2
A/swine/Iowa/ISU-A02862039/2023|A_/_H3N2|3C.2|2023-11-15|HA|4||EPI_ISL_18777056,2010.1
A/swine/Iowa/A02858710/2025|A_/_H3N2|unassigned|2025-07-08|HA|4||EPI_ISL_20100693,2010.1
A/swine/Minnesota/A01480518/2014|A_/_H3N2|unassigned|2014-03-11|HA|4||EPI_ISL_161335,1990.4.a
A/swine/Minnesota/A02158927/2018|A_/_H3N2|unassigned|2018-05-17|HA|4||EPI_ISL_328476,2010.1
A/swine/Illinois/A01241916/2012|A_/_H3N2|unassigned|2012-03-01|HA|4||EPI_ISL_124317,1990.4.a
A/swine/Ohio/23-30797-3/2023|A_/_H3N2|unassigned|2023-12-15|HA|4||EPI_ISL_20185990,2010.1
A/swine/Indiana/A01476391/2014|A_/_H3N2|unassigned|2014-09-09|HA|4||EPI_ISL_167426,1990.4.b1
A/swine/Kansas/A02978505/2023|A_/_H3N2|unassigned|2023-05-04|HA|4||EPI_ISL_18090346,2010.1
A/swine/Illinois/A02751529/2023|A_/_H3N2|3C.2|2023-01-30|HA|4||EPI_ISL_17373145,2010.1
A/swine/Minnesota/A02711811/2022|A_/_H3N2|unassigned|2022-04-22|HA|4||EPI_ISL_14224151,2010.1
A/swine/Minnesota/A02245641/2020|A_/_H3N2|unassigned|2020-05-11|HA|4||EPI_ISL_501770,2010.1
A/swine/Iowa/A02478976/2019|A_/_H3N2|unassigned|2019-12-24|HA|4||EPI_ISL_503333,1990.4.a
A/swine/Indiana/A02635711/2021|A_/_H3N2|unassigned|2021-04-19|HA|4||EPI_ISL_4083621,1990.4.a
A/swine/Indiana/A01260268/2013|A_/_H3N2|unassigned|2013-04-05|HA|4||EPI_ISL_143496,1990.4.e
A/swine/Iowa/A01202709/2011|A_/_H3N2|unassigned|2011-10-19|HA|4||EPI_ISL_102544,1990.4.e
A/swine/Minnesota/A02978472/2023|A_/_H3N2|3C.2|2023-04-14|HA|4||EPI_ISL_17809147,2010.1
A/swine/Nebraska/A02862536/2024|A_/_H3N2|unassigned|2024-04-05|HA|4||EPI_ISL_19139952,1990.4.a
A/swine/Illinois/101355/2012|A_/_H3|3C.2|2012-04-16|HA|4||EPI_ISL_19279378,1990.4.a
A/swine/Minnesota/A01785759/2018|A_/_H3N2|unassigned|2018-11-16|HA|4||EPI_ISL_378931,2010.1
"Influenza A virus (A/swine/Iowa/A02751003/2022(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N2|USA: Iowa|Sus scrofa|2022-10-10|OP903575.1",2010.1
"Influenza A virus (A/swine/Oklahoma/A02246912/2022(H3N?)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N?|USA: Oklahoma|Sus scrofa|2022-01-06|OM654382.1",2010.1
A/swine/Indiana/ISU-A02862002/2023|A_/_H3N2|unassigned|2023-11-07|HA|4||EPI_ISL_18777099,2010.1
A/swine/Iowa/A01202640/2011|A_/_H3N2|unassigned|2011-09-30|HA|4||EPI_ISL_102523,1990.4.a
A/swine/Indiana/A02525281/2021|A_/_H3N2|unassigned|2021-03-25|HA|4||EPI_ISL_4082699,1990.4.a
A/swine/Iowa/ISU-A02861921/2023|A_/_H3N2|3C.2|2023-10-18|HA|4||EPI_ISL_18758268,2010.1
A/swine/North_Carolina/A02635734/2021|A_/_H3N2|unassigned|2021-04-23|HA|4||EPI_ISL_4083606,1990.4.a
A/swine/Nebraska/A01300023/2012|A_/_H3N2|unassigned|2012-06-12|HA|4||EPI_ISL_156336,1990.4.f
A/swine/South_Dakota/A01279518/2012|A_/_H3N2|unassigned|2012-12-03|HA|4||EPI_ISL_133704,1990.4
A/swine/Iowa/A02524818/2020|A_/_H3N2|unassigned|2020-10-28|HA|4||EPI_ISL_4081591,1990.4.a
A/swine/Indiana/101498/2016|A_/_H3|unassigned|2016-02-12|HA|4||EPI_ISL_19278993,1990.4.a
A/swine/Iowa/A02863220/2024|A_/_H3N2|unassigned|2024-12-11|HA|4||EPI_ISL_19678844,2010.1
A/swine/Iowa/A02525020/2020|A_/_H3N2|unassigned|2020-12-27|HA|4||EPI_ISL_4081916,1990.4.a
A/swine/Kansas/13-105721a/2013|A_/_H3N2|unassigned|2013-02-20|HA|4||EPI_ISL_140923,1990.4.a
A/swine/Iowa/A02636649/2022|A_/_H3N2|unassigned|2022-04-20|HA|4||EPI_ISL_14835696,2010.1
A/swine/North_Carolina/A01785551/2018|A_/_H3N2|unassigned|2018-05-22|HA|4||EPI_ISL_328665,2010.1
A/swine/Ohio/A02525262/2021|A_/_H3N2|unassigned|2021-03-15|HA|4||EPI_ISL_4082270,1990.4.a
A/swine/Indiana/17TOSU1568/2017|A_/_H3N2|unassigned|2017-07-01|HA|4||EPI_ISL_379341,2010.1
A/Swine/Iowa/8548-1/98|A_/_H3N2|unassigned|1998-01-01|HA|4||EPI_ISL_1262,1990.1
A/swine/North_Carolina/A02978850/2024|A_/_H3N2|unassigned|2024-03-13|HA|4||EPI_ISL_19134607,2010.1
A/swine/Iowa/ISU-A02862078/2023|A_/_H3N2|unassigned|2023-11-27|HA|4||EPI_ISL_18701693,2010.1
A/swine/Iowa/ISU-A02862186/2023|A_/_H3N2|unassigned|2023-12-28|HA|4||EPI_ISL_18847082,2010.1
A/swine/Illinois/100622/2019|A_/_H3|3C.3a|2019-11-19|HA|4||EPI_ISL_19278268,1990.4.a
A/swine/Iowa/ISU-A02862016/2023|A_/_H3N2|3C.2|2023-11-03|HA|4||EPI_ISL_18777117,2010.1
A/swine/Iowa/ISU-A02861998/2023|A_/_H3N1|unassigned|2023-11-06|HA|4||EPI_ISL_18777115,2010.1
A/swine/Illinois/100240/2017|A_/_H3|unassigned|2017-01-19|HA|4||EPI_ISL_19278882,1990.4.a
A/swine/Missouri/A02479155/2020|A_/_H3N2|unassigned|2020-03-19|HA|4||EPI_ISL_504070,1990.1
A/swine/Iowa/A01049185/2010|A_/_H3N2|unassigned|2010-12-01|HA|4||EPI_ISL_90371,1990.4.b2
A/swine/North_Carolina/A01841335/2015|A_/_H3N2|unassigned|2015-03-05|HA|4||EPI_ISL_177580,1990.4.a
A/swine/Minnesota/A02979400/2025|A_/_H3N2|unassigned|2025-02-27|HA|4||EPI_ISL_19878586,2010.1
A/swine/Indiana/A02478733/2019|A_/_H3N2|unassigned|2019-10-01|HA|4||EPI_ISL_399414,1990.4.a
A/swine/North_Carolina/A02034953/2015|A_/_H3N2|unassigned|2015-07-29|HA|4||EPI_ISL_198364,1990.4.a
A/swine/Illinois/63607-18/2008|A_/_H3N2|unassigned|2008-01-01|HA|4||EPI_ISL_30290,1990.4
A/swine/Minnesota/A02711845/2024|A_/_H3N2|3C.2|2024-05-23|HA|4||EPI_ISL_19328776,2010.1
A/swine/Illinois/100352/2018|A_/_H3|unassigned|2018-05-29|HA|4||EPI_ISL_19278582,1990.1
A/swine/Iowa/H03LDH5/2003|A_/_H3N2|unassigned|2003-08-01|HA|4||EPI_ISL_83306,Other-Human-2000
A/swine/Iowa/A02636183/2021|A_/_H3N2|unassigned|2021-09-23|HA|4||EPI_ISL_6795352,2010.1
A/swine/South_Dakota/MT_12_07_1554/2012|A_/_H3N2|unassigned|2012-10-31|HA|4||EPI_ISL_271066,1990.4
A/swine/Iowa/A02525298/2021|A_/_H3N2|unassigned|2021-03-08|HA|4||EPI_ISL_4082588,2010.1
A/swine/Iowa/004504_02858993/2025|A_/_H3N2|unassigned|2025-10-14|HA|4||EPI_ISL_20389449,2010.1
A/swine/Iowa/A02478562/2019|A_/_H3N2|unassigned|2019-06-18|HA|4||EPI_ISL_372920,2010.1
A/swine/Iowa/A01203248/2012|A_/_H3N2|unassigned|2012-02-09|HA|4||EPI_ISL_127895,1990.4.b1
A/swine/Iowa/A02139133/2017|A_/_H3N2|unassigned|2017-12-12|HA|4||EPI_ISL_295679,2010.1
A/Swine/Illinois/21587/99|A_/_H3N2|unassigned|1999-01-01|HA|4||EPI_ISL_1747,1990.4-like
A/swine/Minnesota/ISU-A02862125/2023|A_/_H3N2|unassigned|2023-12-11|HA|4||EPI_ISL_18773618,2010.1
A/swine/Maryland/A01104040/2012|A_/_H3N2|unassigned|2012-08-15|HA|4||EPI_ISL_129867,1990.4.a
A/swine/Virginia/A01785950/2019|A_/_H3N2|unassigned|2019-02-06|HA|4||EPI_ISL_370642,1990.4.b2
A/swine/Illinois/A02430694/2019|A_/_H3N2|3C.2a1|2019-02-19|HA|4||EPI_ISL_372168,2010.2
A/swine/Iowa/101036/2005|A_/_H3|unassigned|2005-07-08|HA|4||EPI_ISL_19279579,1990.4
A/swine/Iowa/A01076311/2010|A_/_H3N2|unassigned|2010-09-20|HA|4||EPI_ISL_116349,1990.4
A/swine/Ohio/A02862954/2024|A_/_H3N2|unassigned|2024-10-08|HA|4||EPI_ISL_19548169,2010.2
A/swine/Iowa/A02524828/2020|A_/_H3N2|unassigned|2020-10-29|HA|4||EPI_ISL_4081621,1990.4.a
A/swine/Iowa/A02862545/2024|A_/_H3N2|3C.3a|2024-04-10|HA|4||EPI_ISL_19139961,1990.4.a
A/swine/Nebraska/A02858648/2025|A_/_H3N2|unassigned|2025-05-22|HA|4||EPI_ISL_19917961,2010.1
A/swine/Ohio/24-9371-4/2024|A_/_H3N2|unassigned|2024-04-05|HA|4||EPI_ISL_20187740,2010.1
A/swine/Minnesota/USDA-A02978604/2023|A_/_H3N2|unassigned|2023-11-06|HA|4||EPI_ISL_18746637,2010.1
A/swine/Arkansas/A01476939/2014|A_/_H3N2|unassigned|2014-11-10|HA|4||EPI_ISL_182326,1990.4.a
A/swine/Ohio/11SW112/2011|A_/_H3N2|unassigned|2011-08-05|HA|4||EPI_ISL_133867,1990.4.a
A/swine/Indiana/A02635944/2021|A_/_H3N2|unassigned|2021-07-07|HA|4||EPI_ISL_4084599,1990.4.a
A/swine/Illinois/A02751264/2022|A_/_H3N2|3C.2|2022-11-17|HA|4||EPI_ISL_16840790,2010.1
A/swine/Oklahoma/A01728023/2015|A_/_H3N2|unassigned|2015-12-16|HA|4||EPI_ISL_211800,1990.4.a
A/swine/Illinois/A01536186/2014|A_/_H3N2|unassigned|2014-03-14|HA|4||EPI_ISL_162914,1990.4.a
A/swine/Illinois/A02214843/2017|A_/_H3N2|unassigned|2017-04-14|HA|4||EPI_ISL_272788,2010.1
A/swine/Kansas/077917_A02862790/2024|A_/_H3N2|unassigned|2024-08-06|HA|4||EPI_ISL_19367286,1990.4.b1
A/swine/Iowa/A02219788/2017|A_/_H3N2|unassigned|2017-08-22|HA|4||EPI_ISL_282405,2010.1
A/swine/Iowa/A02862853/2024|A_/_H3N2|unassigned|2024-08-30|HA|4||EPI_ISL_19451742,2010.1
A/swine/Kansas/015252/2009|A_/_H3N2|unassigned|2009-01-01|HA|4||EPI_ISL_62733,1990.4
A/swine/Iowa/A02135000/2017|A_/_H3N2|unassigned|2017-10-26|HA|4||EPI_ISL_296391,2010.1
A/swine/North_Carolina/A02245824/2020|A_/_H3N2|unassigned|2020-12-07|HA|4||EPI_ISL_4081834,1990.4.a
A/swine/Missouri/USDA-A02978598/2023|A_/_H3N2|unassigned|2023-11-01|HA|4||EPI_ISL_18758895,2010.1
A/swine/North_Carolina/A02429717/2019|A_/_H3N2|unassigned|2019-01-18|HA|4||EPI_ISL_373512,2010.1
A/swine/Iowa/097153_02858836/2025|A_/_H3N2|unassigned|2025-09-15|HA|4||EPI_ISL_20220034,2010.1
A/swine/Illinois/A01409717/2014|A_/_H3N2|unassigned|2014-01-01|HA|4||EPI_ISL_155782,1990.4.a
A/swine/Nebraska/A02431880/2019|A_/_H3N2|unassigned|2019-03-26|HA|4||EPI_ISL_366313,1990.4.a
A/swine/Ohio/12TOSU411/2012|A_/_H3N2|unassigned|2012-08-06|HA|4||EPI_ISL_140912,1990.4.a
A/swine/North_Carolina/A01857750/2015|A_/_H3N2|unassigned|2015-10-13|HA|4||EPI_ISL_203096,1990.4.a
A/swine/Illinois/A01489869/2014|A_/_H3N2|unassigned|2014-08-27|HA|4||EPI_ISL_177589,1990.4.a
A/swine/Illinois/100256/2017|A_/_H3|unassigned|2017-01-23|HA|4||EPI_ISL_19278866,1990.4.a
"Influenza A virus (A/swine/Oklahoma/A01785722/2018(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N2|USA: Oklahoma|Sus scrofa|2018-10-25|MK176506.1",2010.1
A/swine/Ohio/OH20-25166/2020|A_/_H3N2|3C.3a|2020-11-25|HA|4||EPI_ISL_17373119,1990.4.a
A/swine/North_Carolina/ISU-A02862147/2024|A_/_H3N2|unassigned|2024-01-02|HA|4||EPI_ISL_18847107,1990.4.a
A/swine/Arkansas/A01554688/2015|A_/_H3N2|unassigned|2015-04-23|HA|4||EPI_ISL_190534,1990.4.b1
A/swine/North_Carolina/A02218550/2017|A_/_H3N2|unassigned|2017-07-26|HA|4||EPI_ISL_281240,1990.4.b2
A/swine/Nebraska/A02430692/2019|A_/_H3N2|unassigned|2019-02-19|HA|4||EPI_ISL_372166,1990.4.a
A/swine/Michigan/33261/2010|A_/_H3N2|unassigned|2010-06-01|HA|4||EPI_ISL_142713,1990.4.b2
A/swine/South_Carolina/A02525279/2021|A_/_H3N2|unassigned|2021-03-26|HA|4||EPI_ISL_4082667,1990.4.a
"Influenza A virus (A/swine/Iowa/A02978812/2024(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N2|USA|Sus scrofa|2024-02-22|PP580018.1",1990.4.a
"Influenza A virus (A/swine/Iowa/20TOSU2274/2020(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N2|USA|Sus scrofa scrofa|2020-07-10|OP654990.1",1990.4.a
A/swine/Indiana/A01260667/2014|A_/_H3N2|unassigned|2014-09-24|HA|4||EPI_ISL_168508,1990.4.a
"Influenza A virus (A/swine/Minnesota/A01785595/2018(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N2|USA: Minnesota|Sus scrofa|2018-08-07|MH814939.1",1990.4.i
A/swine/Illinois/100429/2019|A_/_H3|unassigned|2019-11-15|HA|4||EPI_ISL_19278271,2010.1
A/swine/Minnesota/SG-00234/2005|A_/_H3N2|unassigned|2005-08-18|HA|4||EPI_ISL_25301,1990.4
A/swine/Nebraska/I058034/2024|A_/_H3N2|unassigned|2024-06-04|HA|4||EPI_ISL_19283991,1990.4.i
A/swine/Illinois/101836/2015|A_/_H3|3C.3a|2015-12-11|HA|4||EPI_ISL_19279023,1990.4.a
A/swine/Illinois/A02479045/2020|A_/_H3N2|unassigned|2020-02-03|HA|4||EPI_ISL_503620,1990.4.a
A/swine/Kansas/083991_02858766/2025|A_/_H3N2|unassigned|2025-08-11|HA|4||EPI_ISL_20170549,2010.1
A/swine/Iowa/A02858480/2025|A_/_H3N2|unassigned|2025-03-27|HA|4||EPI_ISL_19850024,2010.1
A/swine/Iowa/B26540/2023|A_/_H3N2|unassigned|2023-03-15|HA|4||EPI_ISL_17592609,2010.1
A/swine/Iowa/A02158709/2018|A_/_H3N2|unassigned|2018-05-17|HA|4||EPI_ISL_328723,2010.1
A/swine/Ohio/A01133464/2012|A_/_H3N2|unassigned|2012-08-03|HA|4||EPI_ISL_129874,1990.4.a
A/swine/North_Carolina/A02245385/2020|A_/_H3N2|unassigned|2020-01-10|HA|4||EPI_ISL_503469,1990.4.a
A/swine/Indiana/A01049653/2011|A_/_H3N2|unassigned|2011-03-08|HA|4||EPI_ISL_97080,1990.4.a
A/swine/Missouri/01040/2006|A_/_H3N2|unassigned|2006-06-01|HA|4||EPI_ISL_190209,1990.4-like
A/swine/Iowa/A02016889/2018|A_/_H3N2|unassigned|2018-06-01|HA|4||EPI_ISL_328429,2010.1
"Influenza A virus (A/swine/Iowa/004545_(A02859031)_H3/2025(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N2|USA: Iowa|Sus scrofa|2025-10-29|PZ106047.1",2010.1
A/swine/Illinois/101654/2022|A_/_H3|unassigned|2022-03-03|HA|4||EPI_ISL_19277936,2010.1
"Influenza A virus (A/swine/Iowa/A01475544/2014(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N2|USA: Iowa|Sus scrofa|2014-05|KJ941334.1",1990.4.a
A/swine/Kansas/A01377619/2015|A_/_H3N2|unassigned|2015-10-22|HA|4||EPI_ISL_206040,1990.4.a
"Influenza A virus (A/swine/North Carolina/A01410732/2014(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N2|USA: North Carolina|Sus scrofa|2014-04|KJ859567.1",1990.4.a
A/swine/Illinois/101030/2004|A_/_H3|unassigned|2004-10-21|HA|4||EPI_ISL_19279583,1990.4
A/swine/Minnesota/MT_12_07_1647/2012|A_/_H3N2|unassigned|2012-10-31|HA|4||EPI_ISL_271055,1990.4.b2
A/swine/Indiana/A01812159/2016|A_/_H3N2|unassigned|2016-01-27|HA|4||EPI_ISL_236813,1990.4.b2
A/swine/Ohio/17TOSU1801/2017|A_/_H3N2|unassigned|2017-07-01|HA|4||EPI_ISL_379284,2010.1
