"sequence_name","clade","name_cleaned","location","date"
"A/swine/North_Carolina/A02862862/2024|A_/_H3N2|unassigned|2024-09-10|HA|4|EPI_ISL_19451749","1990.4.a","A/swine/North Carolina/A02862862/2024|A_/_H3N2|1990.4.a|2024-09-10|HA|4|EPI_ISL_19451749","North Carolina","2024-09-10"
"A/swine/Iowa/C39563/2022|A_/_H3N2|unassigned|2022-04-22|HA|4|EPI_ISL_14874535","1990.4.a","A/swine/Iowa/C39563/2022|A_/_H3N2|1990.4.a|2022-04-22|HA|4|EPI_ISL_14874535","Iowa","2022-04-22"
"A/swine/Nebraska/A02862912/2024|A_/_H3N2|unassigned|2024-09-24|HA|4|EPI_ISL_19521803","1990.4.a","A/swine/Nebraska/A02862912/2024|A_/_H3N2|1990.4.a|2024-09-24|HA|4|EPI_ISL_19521803","Nebraska","2024-09-24"
"A/swine/Iowa/A02750734/2022|A_/_H3N2|unassigned|2022-07-19|HA|4|EPI_ISL_14937223","1990.4.a","A/swine/Iowa/A02750734/2022|A_/_H3N2|1990.4.a|2022-07-19|HA|4|EPI_ISL_14937223","Iowa","2022-07-19"
"A/swine/Minnesota/A02858296/2024|A_/_H3N2|unassigned|2024-12-12|HA|4|EPI_ISL_19764685","1990.4.a","A/swine/Minnesota/A02858296/2024|A_/_H3N2|1990.4.a|2024-12-12|HA|4|EPI_ISL_19764685","Minnesota","2024-12-12"
"A/swine/Minnesota/A02979306/2024|A_/_H3N2|unassigned|2024-10-29|HA|4|EPI_ISL_19556780","1990.4.a","A/swine/Minnesota/A02979306/2024|A_/_H3N2|1990.4.a|2024-10-29|HA|4|EPI_ISL_19556780","Minnesota","2024-10-29"
"A/swine/Iowa/A02979365/2024|A_/_H3N2|unassigned|2024-11-05|HA|4|EPI_ISL_19820124","1990.4.a","A/swine/Iowa/A02979365/2024|A_/_H3N2|1990.4.a|2024-11-05|HA|4|EPI_ISL_19820124","Iowa","2024-11-05"
"A/swine/Ohio/13701/2017|A_/_H3N2|unassigned|2017-06-01|HA|4|EPI_ISL_278406","1990.4.a","A/swine/Ohio/13701/2017|A_/_H3N2|1990.4.a|2017-06-01|HA|4|EPI_ISL_278406","Ohio","2017-06-01"
"A/swine/Nebraska/A01678580/2018|A_/_H3N2|unassigned|2018-08-24|HA|4|EPI_ISL_381343","1990.4.a","A/swine/Nebraska/A01678580/2018|A_/_H3N2|1990.4.a|2018-08-24|HA|4|EPI_ISL_381343","Nebraska","2018-08-24"
"A/swine/Minnesota/A01678556/2018|A_/_H3N2|unassigned|2018-04-16|HA|4|EPI_ISL_329328","1990.4.a","A/swine/Minnesota/A01678556/2018|A_/_H3N2|1990.4.a|2018-04-16|HA|4|EPI_ISL_329328","Minnesota","2018-04-16"
"A/swine/South_Dakota/A01785471/2018|A_/_H3N2|unassigned|2018-03-15|HA|4|EPI_ISL_388948","1990.4.a","A/swine/South Dakota/A01785471/2018|A_/_H3N2|1990.4.a|2018-03-15|HA|4|EPI_ISL_388948","South Dakota","2018-03-15"
"A/swine/Nebraska/A02254794/2018|A_/_H3N2|unassigned|2018-07-30|HA|4|EPI_ISL_326818","1990.4.a","A/swine/Nebraska/A02254794/2018|A_/_H3N2|1990.4.a|2018-07-30|HA|4|EPI_ISL_326818","Nebraska","2018-07-30"
"A/swine/Ohio/6/2012|A_/_H3N2|unassigned|2012-06-01|HA|4|EPI_ISL_122106","1990.4.a","A/swine/Ohio/6/2012|A_/_H3N2|1990.4.a|2012-06-01|HA|4|EPI_ISL_122106","Ohio","2012-06-01"
"A/swine/Kansas/D18-018193/2018|A_/_H3N2|unassigned|2018-05-31|HA|4|EPI_ISL_4083641","1990.4.a","A/swine/Kansas/D18-018193/2018|A_/_H3N2|1990.4.a|2018-05-31|HA|4|EPI_ISL_4083641","Kansas","2018-05-31"
"A/swine/Kentucky/15TOSU1985/2015|A_/_H3N2|unassigned|2015-11-08|HA|4|EPI_ISL_245774","1990.4.b1","A/swine/Kentucky/15TOSU1985/2015|A_/_H3N2|1990.4.b1|2015-11-08|HA|4|EPI_ISL_245774","Kentucky","2015-11-08"
"A/swine/Kentucky/15TOSU26096/2015|A_/_H3N2|unassigned|2015-11-08|HA|4|EPI_ISL_245773","unassigned","A/swine/Kentucky/15TOSU26096/2015|A_/_H3N2|unassigned|2015-11-08|HA|4|EPI_ISL_245773","Kentucky","2015-11-08"
"A/swine/Kentucky/15TOSU1903/2015|A_/_H3N2|unassigned|2015-11-08|HA|4|EPI_ISL_245781","unassigned","A/swine/Kentucky/15TOSU1903/2015|A_/_H3N2|unassigned|2015-11-08|HA|4|EPI_ISL_245781","Kentucky","2015-11-08"
"A/swine/Kentucky/15TOSU2007/2015|A_/_H3N2|unassigned|2015-11-08|HA|4|EPI_ISL_245772","1990.4.b1","A/swine/Kentucky/15TOSU2007/2015|A_/_H3N2|1990.4.b1|2015-11-08|HA|4|EPI_ISL_245772","Kentucky","2015-11-08"
"A/swine/Kentucky/15TOSU1895/2015|A_/_H3N2|unassigned|2015-11-08|HA|4|EPI_ISL_245776","unassigned","A/swine/Kentucky/15TOSU1895/2015|A_/_H3N2|unassigned|2015-11-08|HA|4|EPI_ISL_245776","Kentucky","2015-11-08"
"A/swine/Kentucky/15TOSU2017/2015|A_/_H3N2|unassigned|2015-11-08|HA|4|EPI_ISL_245787","unassigned","A/swine/Kentucky/15TOSU2017/2015|A_/_H3N2|unassigned|2015-11-08|HA|4|EPI_ISL_245787","Kentucky","2015-11-08"
"A/swine/Kentucky/15TOSU2018/2015|A_/_H3N2|unassigned|2015-11-08|HA|4|EPI_ISL_245801","unassigned","A/swine/Kentucky/15TOSU2018/2015|A_/_H3N2|unassigned|2015-11-08|HA|4|EPI_ISL_245801","Kentucky","2015-11-08"
"A/swine/Kentucky/15TOSU1906/2015|A_/_H3N2|unassigned|2015-11-08|HA|4|EPI_ISL_245810","unassigned","A/swine/Kentucky/15TOSU1906/2015|A_/_H3N2|unassigned|2015-11-08|HA|4|EPI_ISL_245810","Kentucky","2015-11-08"
"A/swine/Kentucky/15TOSU1910/2015|A_/_H3N2|unassigned|2015-11-08|HA|4|EPI_ISL_245804","1990.4.b1","A/swine/Kentucky/15TOSU1910/2015|A_/_H3N2|1990.4.b1|2015-11-08|HA|4|EPI_ISL_245804","Kentucky","2015-11-08"
"A/swine/Kentucky/15TOSU1991/2015|A_/_H3N2|unassigned|2015-11-08|HA|4|EPI_ISL_245811","1990.4.b1","A/swine/Kentucky/15TOSU1991/2015|A_/_H3N2|1990.4.b1|2015-11-08|HA|4|EPI_ISL_245811","Kentucky","2015-11-08"
"A/swine/Kentucky/15TOSU1974/2015|A_/_H3N2|unassigned|2015-11-08|HA|4|EPI_ISL_245783","1990.4.b1","A/swine/Kentucky/15TOSU1974/2015|A_/_H3N2|1990.4.b1|2015-11-08|HA|4|EPI_ISL_245783","Kentucky","2015-11-08"
"A/swine/Kentucky/15TOSU1930/2015|A_/_H3N2|unassigned|2015-11-08|HA|4|EPI_ISL_245798","unassigned","A/swine/Kentucky/15TOSU1930/2015|A_/_H3N2|unassigned|2015-11-08|HA|4|EPI_ISL_245798","Kentucky","2015-11-08"
"A/swine/Kentucky/15TOSU1890/2015|A_/_H3N2|unassigned|2015-11-08|HA|4|EPI_ISL_245797","unassigned","A/swine/Kentucky/15TOSU1890/2015|A_/_H3N2|unassigned|2015-11-08|HA|4|EPI_ISL_245797","Kentucky","2015-11-08"
"A/swine/Kentucky/15TOSU1961/2015|A_/_H3N2|unassigned|2015-11-08|HA|4|EPI_ISL_245808","unassigned","A/swine/Kentucky/15TOSU1961/2015|A_/_H3N2|unassigned|2015-11-08|HA|4|EPI_ISL_245808","Kentucky","2015-11-08"
"A/swine/Kentucky/15TOSU1908/2015|A_/_H3N2|unassigned|2015-11-08|HA|4|EPI_ISL_245796","1990.4.b1","A/swine/Kentucky/15TOSU1908/2015|A_/_H3N2|1990.4.b1|2015-11-08|HA|4|EPI_ISL_245796","Kentucky","2015-11-08"
"A/swine/Illinois/A02035711/2015|A_/_H3N2|unassigned|2015-07-16|HA|4|EPI_ISL_197211","1990.4.b1","A/swine/Illinois/A02035711/2015|A_/_H3N2|1990.4.b1|2015-07-16|HA|4|EPI_ISL_197211","Illinois","2015-07-16"
"A/swine/California/A01459014/2015|A_/_H3N2|unassigned|2015-03-18|HA|4|EPI_ISL_206886","unassigned","A/swine/California/A01459014/2015|A_/_H3N2|unassigned|2015-03-18|HA|4|EPI_ISL_206886","California","2015-03-18"
"A/swine/Ohio/15TOSU0742/2015|A_/_H3N2|unassigned|2015-09-09|HA|4|EPI_ISL_243752","unassigned","A/swine/Ohio/15TOSU0742/2015|A_/_H3N2|unassigned|2015-09-09|HA|4|EPI_ISL_243752","Ohio","2015-09-09"
"A/swine/Ohio/15TOSU0741/2015|A_/_H3N2|unassigned|2015-09-09|HA|4|EPI_ISL_243762","unassigned","A/swine/Ohio/15TOSU0741/2015|A_/_H3N2|unassigned|2015-09-09|HA|4|EPI_ISL_243762","Ohio","2015-09-09"
"A/swine/California/A01459016/2015|A_/_H3N2|unassigned|2015-03-18|HA|4|EPI_ISL_206885","1990.4.b1","A/swine/California/A01459016/2015|A_/_H3N2|1990.4.b1|2015-03-18|HA|4|EPI_ISL_206885","California","2015-03-18"
"A/swine/Ohio/15TOSU0964/2015|A_/_H3N2|unassigned|2015-09-26|HA|4|EPI_ISL_243770","1990.4.b1","A/swine/Ohio/15TOSU0964/2015|A_/_H3N2|1990.4.b1|2015-09-26|HA|4|EPI_ISL_243770","Ohio","2015-09-26"
"A/swine/Kentucky/15TOSU18783/2015|A_/_H3N2|unassigned|2015-08-30|HA|4|EPI_ISL_243776","1990.4.b1","A/swine/Kentucky/15TOSU18783/2015|A_/_H3N2|1990.4.b1|2015-08-30|HA|4|EPI_ISL_243776","Kentucky","2015-08-30"
"A/swine/Ohio/14TOSU22294/2014|A_/_H3N2|unassigned|2014-08-07|HA|4|EPI_ISL_245778","1990.4.b1","A/swine/Ohio/14TOSU22294/2014|A_/_H3N2|1990.4.b1|2014-08-07|HA|4|EPI_ISL_245778","Ohio","2014-08-07"
"A/swine/Iowa/A01476456/2014|A_/_H3N2|unassigned|2014-09-22|HA|4|EPI_ISL_167972","unassigned","A/swine/Iowa/A01476456/2014|A_/_H3N2|unassigned|2014-09-22|HA|4|EPI_ISL_167972","Iowa","2014-09-22"
"A/swine/Indiana/14TOSU6376/2014|A_/_H3N2|unassigned|2014-07-18|HA|4|EPI_ISL_245803","unassigned","A/swine/Indiana/14TOSU6376/2014|A_/_H3N2|unassigned|2014-07-18|HA|4|EPI_ISL_245803","Indiana","2014-07-18"
"A/swine/Indiana/14TOSU0342/2014|A_/_H3N2|unassigned|2014-01-01|HA|4|EPI_ISL_200844","unassigned","A/swine/Indiana/14TOSU0342/2014|A_/_H3N2|unassigned|2014-01-01|HA|4|EPI_ISL_200844","Indiana","2014-01-01"
"A/swine/Ohio/14TOSU21812/2014|A_/_H3N2|unassigned|2014-01-01|HA|4|EPI_ISL_200856","unassigned","A/swine/Ohio/14TOSU21812/2014|A_/_H3N2|unassigned|2014-01-01|HA|4|EPI_ISL_200856","Ohio","2014-01-01"
"A/swine/Indiana/14TOSU0006/2014|A_/_H3N2|unassigned|2014-01-01|HA|4|EPI_ISL_200860","unassigned","A/swine/Indiana/14TOSU0006/2014|A_/_H3N2|unassigned|2014-01-01|HA|4|EPI_ISL_200860","Indiana","2014-01-01"
"A/swine/Ohio/14TOSU0463/2014|A_/_H3N2|unassigned|2014-01-01|HA|4|EPI_ISL_200882","unassigned","A/swine/Ohio/14TOSU0463/2014|A_/_H3N2|unassigned|2014-01-01|HA|4|EPI_ISL_200882","Ohio","2014-01-01"
"A/swine/Ohio/14TOSU0133/2014|A_/_H3N2|unassigned|2014-01-01|HA|4|EPI_ISL_200881","unassigned","A/swine/Ohio/14TOSU0133/2014|A_/_H3N2|unassigned|2014-01-01|HA|4|EPI_ISL_200881","Ohio","2014-01-01"
"A/swine/Ohio/14TOSU0158/2014|A_/_H3N2|unassigned|2014-01-01|HA|4|EPI_ISL_200890","unassigned","A/swine/Ohio/14TOSU0158/2014|A_/_H3N2|unassigned|2014-01-01|HA|4|EPI_ISL_200890","Ohio","2014-01-01"
"A/swine/Indiana/14TOSU0011/2014|A_/_H3N2|unassigned|2014-01-01|HA|4|EPI_ISL_200898","unassigned","A/swine/Indiana/14TOSU0011/2014|A_/_H3N2|unassigned|2014-01-01|HA|4|EPI_ISL_200898","Indiana","2014-01-01"
"A/swine/Ohio/14TOSU22297/2014|A_/_H3N2|unassigned|2014-08-07|HA|4|EPI_ISL_243758","unassigned","A/swine/Ohio/14TOSU22297/2014|A_/_H3N2|unassigned|2014-08-07|HA|4|EPI_ISL_243758","Ohio","2014-08-07"
"A/swine/Minnesota/A01567014/2014|A_/_H3N2|unassigned|2014-11-19|HA|4|EPI_ISL_174441","unassigned","A/swine/Minnesota/A01567014/2014|A_/_H3N2|unassigned|2014-11-19|HA|4|EPI_ISL_174441","Minnesota","2014-11-19"
"A/swine/Minnesota/A01503781/2014|A_/_H3N2|unassigned|2014-08-31|HA|4|EPI_ISL_167153","unassigned","A/swine/Minnesota/A01503781/2014|A_/_H3N2|unassigned|2014-08-31|HA|4|EPI_ISL_167153","Minnesota","2014-08-31"
"A/swine/Minnesota/A01503779/2014|A_/_H3N2|unassigned|2014-08-31|HA|4|EPI_ISL_167179","unassigned","A/swine/Minnesota/A01503779/2014|A_/_H3N2|unassigned|2014-08-31|HA|4|EPI_ISL_167179","Minnesota","2014-08-31"
"A/swine/Minnesota/A01503777/2014|A_/_H3N2|unassigned|2014-08-31|HA|4|EPI_ISL_167180","unassigned","A/swine/Minnesota/A01503777/2014|A_/_H3N2|unassigned|2014-08-31|HA|4|EPI_ISL_167180","Minnesota","2014-08-31"
"A/swine/Minnesota/A01503773/2014|A_/_H3N2|unassigned|2014-08-31|HA|4|EPI_ISL_167181","unassigned","A/swine/Minnesota/A01503773/2014|A_/_H3N2|unassigned|2014-08-31|HA|4|EPI_ISL_167181","Minnesota","2014-08-31"
"A/swine/Minnesota/A01565076/2014|A_/_H3N2|unassigned|2014-09-10|HA|4|EPI_ISL_167235","unassigned","A/swine/Minnesota/A01565076/2014|A_/_H3N2|unassigned|2014-09-10|HA|4|EPI_ISL_167235","Minnesota","2014-09-10"
"A/swine/Iowa/A01476238/2014|A_/_H3N2|unassigned|2014-08-18|HA|4|EPI_ISL_167323","unassigned","A/swine/Iowa/A01476238/2014|A_/_H3N2|unassigned|2014-08-18|HA|4|EPI_ISL_167323","Iowa","2014-08-18"
"A/swine/Indiana/14TOSU0343/2014|A_/_H3N2|unassigned|2014-01-01|HA|4|EPI_ISL_200849","1990.4.b1","A/swine/Indiana/14TOSU0343/2014|A_/_H3N2|1990.4.b1|2014-01-01|HA|4|EPI_ISL_200849","Indiana","2014-01-01"
"A/swine/Ohio/14TOSU21808/2014|A_/_H3N2|unassigned|2014-01-01|HA|4|EPI_ISL_200864","1990.4.b1","A/swine/Ohio/14TOSU21808/2014|A_/_H3N2|1990.4.b1|2014-01-01|HA|4|EPI_ISL_200864","Ohio","2014-01-01"
"A/swine/Ohio/14TOSU21817/2014|A_/_H3N2|unassigned|2014-01-01|HA|4|EPI_ISL_200869","unassigned","A/swine/Ohio/14TOSU21817/2014|A_/_H3N2|unassigned|2014-01-01|HA|4|EPI_ISL_200869","Ohio","2014-01-01"
"A/swine/Indiana/14TOSU0235/2014|A_/_H3N2|unassigned|2014-01-01|HA|4|EPI_ISL_200875","1990.4.b1","A/swine/Indiana/14TOSU0235/2014|A_/_H3N2|1990.4.b1|2014-01-01|HA|4|EPI_ISL_200875","Indiana","2014-01-01"
"A/swine/Kansas/A01377371/2014|A_/_H3N2|unassigned|2014-10-15|HA|4|EPI_ISL_168507","1990.4.b1","A/swine/Kansas/A01377371/2014|A_/_H3N2|1990.4.b1|2014-10-15|HA|4|EPI_ISL_168507","Kansas","2014-10-15"
"A/swine/Iowa/A01476858/2014|A_/_H3N2|unassigned|2014-10-29|HA|4|EPI_ISL_181267","1990.4.b1","A/swine/Iowa/A01476858/2014|A_/_H3N2|1990.4.b1|2014-10-29|HA|4|EPI_ISL_181267","Iowa","2014-10-29"
"A/swine/Indiana/14TOSU3013/2014|A_/_H3N2|unassigned|2014-01-01|HA|4|EPI_ISL_200887","1990.4.b1","A/swine/Indiana/14TOSU3013/2014|A_/_H3N2|1990.4.b1|2014-01-01|HA|4|EPI_ISL_200887","Indiana","2014-01-01"
"A/swine/Arkansas/A01840187/2014|A_/_H3N2|unassigned|2014-11-19|HA|4|EPI_ISL_173681","1990.4.b1","A/swine/Arkansas/A01840187/2014|A_/_H3N2|1990.4.b1|2014-11-19|HA|4|EPI_ISL_173681","Arkansas","2014-11-19"
"A/swine/Illinois/A01555038/2014|A_/_H3N2|unassigned|2014-11-19|HA|4|EPI_ISL_182323","unassigned","A/swine/Illinois/A01555038/2014|A_/_H3N2|unassigned|2014-11-19|HA|4|EPI_ISL_182323","Illinois","2014-11-19"
"A/swine/Kentucky/14TOSU24012/2014|A_/_H3N2|unassigned|2014-01-01|HA|4|EPI_ISL_200861","1990.4.b1","A/swine/Kentucky/14TOSU24012/2014|A_/_H3N2|1990.4.b1|2014-01-01|HA|4|EPI_ISL_200861","Kentucky","2014-01-01"
"A/swine/Kentucky/14TOSU24005/2014|A_/_H3N2|unassigned|2014-01-01|HA|4|EPI_ISL_200880","unassigned","A/swine/Kentucky/14TOSU24005/2014|A_/_H3N2|unassigned|2014-01-01|HA|4|EPI_ISL_200880","Kentucky","2014-01-01"
"A/swine/Minnesota/A01565290/2014|A_/_H3N2|unassigned|2014-09-22|HA|4|EPI_ISL_167423","1990.4.b1","A/swine/Minnesota/A01565290/2014|A_/_H3N2|1990.4.b1|2014-09-22|HA|4|EPI_ISL_167423","Minnesota","2014-09-22"
"A/swine/Indiana/14TOSU0364/2014|A_/_H3N2|unassigned|2014-01-01|HA|4|EPI_ISL_200840","1990.4.b1","A/swine/Indiana/14TOSU0364/2014|A_/_H3N2|1990.4.b1|2014-01-01|HA|4|EPI_ISL_200840","Indiana","2014-01-01"
"A/swine/Ohio/14TOSU21811/2014|A_/_H3N2|unassigned|2014-01-01|HA|4|EPI_ISL_200865","1990.4.b1","A/swine/Ohio/14TOSU21811/2014|A_/_H3N2|1990.4.b1|2014-01-01|HA|4|EPI_ISL_200865","Ohio","2014-01-01"
"A/swine/Indiana/14TOSU0374/2014|A_/_H3N2|unassigned|2014-01-01|HA|4|EPI_ISL_200858","1990.4.b1","A/swine/Indiana/14TOSU0374/2014|A_/_H3N2|1990.4.b1|2014-01-01|HA|4|EPI_ISL_200858","Indiana","2014-01-01"
"A/swine/Indiana/14TOSU0364/2014|A_/_H3N2|unassigned|2014-01-01|HA|4|EPI_ISL_16706691","unassigned","A/swine/Indiana/14TOSU0364/2014|A_/_H3N2|unassigned|2014-01-01|HA|4|EPI_ISL_16706691","Indiana","2014-01-01"
"A/swine/Indiana/14TOSU2891/2014|A_/_H3N2|unassigned|2014-01-01|HA|4|EPI_ISL_200883","1990.4.b1","A/swine/Indiana/14TOSU2891/2014|A_/_H3N2|1990.4.b1|2014-01-01|HA|4|EPI_ISL_200883","Indiana","2014-01-01"
"A/swine/Indiana/14TOSU0226/2014|A_/_H3N2|unassigned|2014-01-01|HA|4|EPI_ISL_200891","1990.4.b1","A/swine/Indiana/14TOSU0226/2014|A_/_H3N2|1990.4.b1|2014-01-01|HA|4|EPI_ISL_200891","Indiana","2014-01-01"
"A/swine/Ohio/14TOSU21818/2014|A_/_H3N2|unassigned|2014-01-01|HA|4|EPI_ISL_200871","1990.4.b1","A/swine/Ohio/14TOSU21818/2014|A_/_H3N2|1990.4.b1|2014-01-01|HA|4|EPI_ISL_200871","Ohio","2014-01-01"
"A/swine/Indiana/14TOSU8050/2014|A_/_H3N2|unassigned|2014-01-01|HA|4|EPI_ISL_200886","1990.4.b1","A/swine/Indiana/14TOSU8050/2014|A_/_H3N2|1990.4.b1|2014-01-01|HA|4|EPI_ISL_200886","Indiana","2014-01-01"
"A/swine/Kentucky/14TOSU23948/2014|A_/_H3N2|unassigned|2014-01-01|HA|4|EPI_ISL_200850","1990.4.b1","A/swine/Kentucky/14TOSU23948/2014|A_/_H3N2|1990.4.b1|2014-01-01|HA|4|EPI_ISL_200850","Kentucky","2014-01-01"
"A/swine/Ohio/14TOSU21800/2014|A_/_H3N2|unassigned|2014-01-01|HA|4|EPI_ISL_200894","1990.4.b1","A/swine/Ohio/14TOSU21800/2014|A_/_H3N2|1990.4.b1|2014-01-01|HA|4|EPI_ISL_200894","Ohio","2014-01-01"
"A/swine/Ohio/14TOSU0143/2014|A_/_H3N2|unassigned|2014-01-01|HA|4|EPI_ISL_200874","1990.4.b1","A/swine/Ohio/14TOSU0143/2014|A_/_H3N2|1990.4.b1|2014-01-01|HA|4|EPI_ISL_200874","Ohio","2014-01-01"
"A/swine/Kentucky/14TOSU23913/2014|A_/_H3N2|unassigned|2014-01-01|HA|4|EPI_ISL_200899","unassigned","A/swine/Kentucky/14TOSU23913/2014|A_/_H3N2|unassigned|2014-01-01|HA|4|EPI_ISL_200899","Kentucky","2014-01-01"
"A/swine/Ohio/14TOSU21806/2014|A_/_H3N2|unassigned|2014-01-01|HA|4|EPI_ISL_200851","1990.4.b1","A/swine/Ohio/14TOSU21806/2014|A_/_H3N2|1990.4.b1|2014-01-01|HA|4|EPI_ISL_200851","Ohio","2014-01-01"
"A/swine/Kentucky/14TOSU23816/2014|A_/_H3N2|unassigned|2014-01-01|HA|4|EPI_ISL_200878","1990.4.b1","A/swine/Kentucky/14TOSU23816/2014|A_/_H3N2|1990.4.b1|2014-01-01|HA|4|EPI_ISL_200878","Kentucky","2014-01-01"
"A/swine/Indiana/14TOSU8019/2014|A_/_H3N2|unassigned|2014-01-01|HA|4|EPI_ISL_200846","1990.4.b1","A/swine/Indiana/14TOSU8019/2014|A_/_H3N2|1990.4.b1|2014-01-01|HA|4|EPI_ISL_200846","Indiana","2014-01-01"
"A/swine/Kentucky/14TOSU23978/2014|A_/_H3N2|unassigned|2014-01-01|HA|4|EPI_ISL_200842","1990.4.b1","A/swine/Kentucky/14TOSU23978/2014|A_/_H3N2|1990.4.b1|2014-01-01|HA|4|EPI_ISL_200842","Kentucky","2014-01-01"
"A/swine/Ohio/14TOSU0422/2014|A_/_H3N2|unassigned|2014-01-01|HA|4|EPI_ISL_200876","1990.4.b1","A/swine/Ohio/14TOSU0422/2014|A_/_H3N2|1990.4.b1|2014-01-01|HA|4|EPI_ISL_200876","Ohio","2014-01-01"
"A/swine/Ohio/14TOSU0122/2014|A_/_H3N2|unassigned|2014-01-01|HA|4|EPI_ISL_200901","1990.4.b1","A/swine/Ohio/14TOSU0122/2014|A_/_H3N2|1990.4.b1|2014-01-01|HA|4|EPI_ISL_200901","Ohio","2014-01-01"
"A/swine/Kentucky/14TOSU23818/2014|A_/_H3N2|unassigned|2014-01-01|HA|4|EPI_ISL_200841","1990.4.b1","A/swine/Kentucky/14TOSU23818/2014|A_/_H3N2|1990.4.b1|2014-01-01|HA|4|EPI_ISL_200841","Kentucky","2014-01-01"
"A/swine/Indiana/14TOSU8041/2014|A_/_H3N2|unassigned|2014-01-01|HA|4|EPI_ISL_200877","1990.4.b1","A/swine/Indiana/14TOSU8041/2014|A_/_H3N2|1990.4.b1|2014-01-01|HA|4|EPI_ISL_200877","Indiana","2014-01-01"
"A/swine/Kentucky/14TOSU23965/2014|A_/_H3N2|unassigned|2014-01-01|HA|4|EPI_ISL_200843","1990.4.b1","A/swine/Kentucky/14TOSU23965/2014|A_/_H3N2|1990.4.b1|2014-01-01|HA|4|EPI_ISL_200843","Kentucky","2014-01-01"
"A/swine/Ohio/14TOSU0435/2014|A_/_H3N2|unassigned|2014-01-01|HA|4|EPI_ISL_200868","1990.4.b1","A/swine/Ohio/14TOSU0435/2014|A_/_H3N2|1990.4.b1|2014-01-01|HA|4|EPI_ISL_200868","Ohio","2014-01-01"
"A/swine/Minnesota/A01847108/2015|A_/_H3N2|unassigned|2015-04-03|HA|4|EPI_ISL_190489","1990.4.b1","A/swine/Minnesota/A01847108/2015|A_/_H3N2|1990.4.b1|2015-04-03|HA|4|EPI_ISL_190489","Minnesota","2015-04-03"
"A/swine/South_Dakota/A01841915/2015|A_/_H3N2|unassigned|2015-03-27|HA|4|EPI_ISL_179621","1990.4.b1","A/swine/South Dakota/A01841915/2015|A_/_H3N2|1990.4.b1|2015-03-27|HA|4|EPI_ISL_179621","South Dakota","2015-03-27"
"A/swine/Minnesota/A01847455/2015|A_/_H3N2|unassigned|2015-04-20|HA|4|EPI_ISL_188903","1990.4.b1","A/swine/Minnesota/A01847455/2015|A_/_H3N2|1990.4.b1|2015-04-20|HA|4|EPI_ISL_188903","Minnesota","2015-04-20"
"A/swine/Minnesota/A01847477/2015|A_/_H3N2|unassigned|2015-04-20|HA|4|EPI_ISL_188906","1990.4.b1","A/swine/Minnesota/A01847477/2015|A_/_H3N2|1990.4.b1|2015-04-20|HA|4|EPI_ISL_188906","Minnesota","2015-04-20"
"A/swine/Iowa/A01822205/2015|A_/_H3N2|unassigned|2015-05-14|HA|4|EPI_ISL_190888","1990.4.b1","A/swine/Iowa/A01822205/2015|A_/_H3N2|1990.4.b1|2015-05-14|HA|4|EPI_ISL_190888","Iowa","2015-05-14"
"A/swine/Iowa/A01847871/2015|A_/_H3N2|unassigned|2015-05-06|HA|4|EPI_ISL_190465","1990.4.b1","A/swine/Iowa/A01847871/2015|A_/_H3N2|1990.4.b1|2015-05-06|HA|4|EPI_ISL_190465","Iowa","2015-05-06"
"A/swine/Ohio/14TOSU0566/2014|A_/_H3N2|unassigned|2014-01-01|HA|4|EPI_ISL_200845","1990.4.b1","A/swine/Ohio/14TOSU0566/2014|A_/_H3N2|1990.4.b1|2014-01-01|HA|4|EPI_ISL_200845","Ohio","2014-01-01"
"A/swine/Ohio/14TOSU0563/2014|A_/_H3N2|unassigned|2014-01-01|HA|4|EPI_ISL_200888","unassigned","A/swine/Ohio/14TOSU0563/2014|A_/_H3N2|unassigned|2014-01-01|HA|4|EPI_ISL_200888","Ohio","2014-01-01"
"A/swine/Iowa/A01822175/2015|A_/_H3N2|unassigned|2015-05-18|HA|4|EPI_ISL_190895","1990.4.b1","A/swine/Iowa/A01822175/2015|A_/_H3N2|1990.4.b1|2015-05-18|HA|4|EPI_ISL_190895","Iowa","2015-05-18"
"A/swine/Iowa/A01822197/2015|A_/_H3N2|unassigned|2015-05-18|HA|4|EPI_ISL_191510","1990.4.b1","A/swine/Iowa/A01822197/2015|A_/_H3N2|1990.4.b1|2015-05-18|HA|4|EPI_ISL_191510","Iowa","2015-05-18"
"A/swine/Arkansas/A01554688/2015|A_/_H3N2|unassigned|2015-04-23|HA|4|EPI_ISL_190534","1990.4.b1","A/swine/Arkansas/A01554688/2015|A_/_H3N2|1990.4.b1|2015-04-23|HA|4|EPI_ISL_190534","Arkansas","2015-04-23"
"A/swine/Iowa/A02025220/2015|A_/_H3N2|unassigned|2015-07-09|HA|4|EPI_ISL_205519","1990.4.b1","A/swine/Iowa/A02025220/2015|A_/_H3N2|1990.4.b1|2015-07-09|HA|4|EPI_ISL_205519","Iowa","2015-07-09"
"A/swine/Iowa/A01769394/2015|A_/_H3N2|unassigned|2015-08-06|HA|4|EPI_ISL_200091","unassigned","A/swine/Iowa/A01769394/2015|A_/_H3N2|unassigned|2015-08-06|HA|4|EPI_ISL_200091","Iowa","2015-08-06"
